Rank_no,Movie_name,Release_Year,Certificate,Runtime_in_min,Genre,Metascore,Gross_in_$_M,Rating_from_10,Gross_numeric,Primary_Genre,Synthetic_Review,VADER_Negative,VADER_Neutral,VADER_Positive,VADER_Compound,VADER_Sentiment,Genre_Encoded,Certificate_Encoded,Decade
871,Dreams,1990.0,PG,119,"Drama, Fantasy",80.0,1.96,7.7,1.96,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,9,1990.0
872,Miller's Crossing,1990.0,R,115,"Crime, Drama, Thriller",66.0,5.08,7.7,5.08,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,12,1990.0
873,Home Alone,1990.0,PG,103,"Comedy, Family",63.0,285.76,7.7,285.76,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,9,1990.0
874,When Harry Met Sally...,1989.0,R,95,"Comedy, Drama, Romance",76.0,92.82,7.7,92.82,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,12,1980.0
875,Who Framed Roger Rabbit,1988.0,PG,104,"Animation, Adventure, Comedy",83.0,156.45,7.7,156.45,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,9,1980.0
876,The Vanishing,1988.0,Not Rated,107,"Mystery, Thriller",80.0,,7.7,25.54,Mystery,Enjoyed watching this. Great mystery elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,11,8,1980.0
877,The Last Emperor,1987.0,PG-13,163,"Biography, Drama, History",76.0,43.98,7.7,43.98,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,10,1980.0
878,Evil Dead II,1987.0,R,84,"Comedy, Horror",72.0,5.92,7.7,5.92,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,12,1980.0
879,Empire of the Sun,1987.0,PG,153,"Drama, War",62.0,22.24,7.7,22.24,Drama,Empire of the Sun is a solid drama film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,6,9,1980.0
880,The Name of the Rose,1986.0,R,130,"Drama, Mystery, Thriller",54.0,7.15,7.7,7.15,Drama,The Name of the Rose is a solid drama film. Entertaining with good performances.,0.0,0.598,0.402,0.7506,Positive,6,12,1980.0
881,Down by Law,1986.0,R,107,"Comedy, Crime, Drama",75.0,1.44,7.7,1.44,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,12,1980.0
882,Blue Velvet,1986.0,R,120,"Crime, Drama, Mystery",76.0,8.55,7.7,8.55,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,1980.0
883,The Purple Rose of Cairo,1985.0,PG,82,"Comedy, Fantasy, Romance",75.0,10.63,7.7,10.63,Comedy,The Purple Rose of Cairo is a solid comedy film. Entertaining with good performances.,0.0,0.503,0.497,0.836,Positive,4,9,1980.0
884,The Goonies,1985.0,PG,114,"Adventure, Comedy, Family",62.0,61.5,7.7,61.5,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,9,1980.0
885,The Color Purple,1985.0,PG-13,154,Drama,78.0,98.47,7.7,98.47,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,10,1980.0
886,Zelig,1983.0,PG,79,Comedy,80.0,11.8,7.7,11.8,Comedy,Zelig is a solid comedy film. Entertaining with good performances.,0.0,0.377,0.623,0.836,Positive,4,9,1980.0
887,The Verdict,1982.0,R,129,Drama,77.0,54.0,7.7,54.0,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,1980.0
888,Star Trek II: The Wrath of Khan,1982.0,PG,113,"Action, Adventure, Sci-Fi",68.0,78.91,7.7,78.91,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,9,1980.0
889,First Blood,1982.0,R,93,"Action, Adventure, Thriller",61.0,47.21,7.7,47.21,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,1980.0
890,Ordinary People,1980.0,R,124,Drama,86.0,54.8,7.7,54.8,Drama,Ordinary People is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,12,1980.0
891,Airplane!,1980.0,PG,88,Comedy,78.0,83.4,7.7,83.4,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,9,1980.0
892,Halloween,1978.0,R,91,"Horror, Thriller",87.0,47.0,7.7,47.0,Horror,Pretty good movie with some memorable moments in the horror genre.,0.208,0.449,0.343,0.34,Positive,10,12,1970.0
893,Love and Death,1975.0,PG,85,"Comedy, War",89.0,,7.7,25.54,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,9,1970.0
894,Blazing Saddles,1974.0,R,93,"Comedy, Western",73.0,119.5,7.7,119.5,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,12,1970.0
895,Serpico,1973.0,R,130,"Biography, Crime, Drama",81.0,29.8,7.7,29.8,Biography,Serpico is a solid biography film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,3,12,1970.0
896,Fantastic Planet,1973.0,PG,72,"Animation, Sci-Fi",73.0,0.19,7.7,0.19,Animation,Fantastic Planet is a solid animation film. Entertaining with good performances.,0.0,0.389,0.611,0.875,Positive,2,9,1970.0
897,Badlands,1973.0,PG,94,"Action, Crime, Drama",93.0,,7.7,25.54,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,9,1970.0
898,Deliverance,1972.0,R,109,"Adventure, Drama, Thriller",80.0,7.06,7.7,7.06,Adventure,Deliverance is a solid adventure film. Entertaining with good performances.,0.0,0.382,0.618,0.8271,Positive,1,12,1970.0
899,The French Connection,1971.0,R,104,"Action, Crime, Drama",94.0,15.63,7.7,15.63,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,1970.0
900,Dirty Harry,1971.0,R,102,"Action, Crime, Thriller",87.0,35.9,7.7,35.9,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,1970.0
901,Wait Until Dark,1967.0,Not Rated,108,Thriller,81.0,17.55,7.7,17.55,Thriller,A good watch for thriller fans. Not perfect but definitely worth your time.,0.266,0.435,0.299,-0.0992,Negative,12,8,1960.0
902,The Dirty Dozen,1967.0,Approved,150,"Action, Adventure, War",73.0,45.3,7.7,45.3,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,3,1960.0
903,Bonnie and Clyde,1967.0,R,111,"Action, Biography, Crime",86.0,,7.7,25.54,Action,Bonnie and Clyde is a solid action film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,0,12,1960.0
904,Belle de Jour,1967.0,R,100,"Drama, Romance",80.0,0.03,7.7,0.03,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,1960.0
905,A Man for All Seasons,1966.0,G,120,"Biography, Drama, History",72.0,28.35,7.7,28.35,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,4,1960.0
906,Zulu,1964.0,Not Rated,138,"Drama, History, War",77.0,,7.7,25.54,Drama,Zulu is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,8,1960.0
907,Goldfinger,1964.0,PG,110,"Action, Adventure, Thriller",87.0,51.08,7.7,51.08,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,9,1960.0
908,The Longest Day,1962.0,G,178,"Action, Drama, History",75.0,39.1,7.7,39.1,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,4,1960.0
909,Cape Fear,1962.0,Passed,106,"Drama, Thriller",76.0,,7.7,25.54,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,11,1960.0
910,Jules and Jim,1962.0,Not Rated,105,"Drama, Romance",97.0,,7.7,25.54,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,8,1960.0
911,The Magnificent Seven,1960.0,Approved,128,"Action, Adventure, Western",74.0,4.91,7.7,4.91,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,3,1960.0
912,Breathless,1960.0,Not Rated,90,"Crime, Drama",80.0,0.34,7.7,0.34,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,8,1960.0
913,Invasion of the Body Snatchers,1956.0,Approved,80,"Drama, Horror, Sci-Fi",92.0,,7.7,25.54,Drama,Invasion of the Body Snatchers is a solid drama film. Entertaining with good performances.,0.0,0.598,0.402,0.7506,Positive,6,3,1950.0
914,The Caine Mutiny,1954.0,Not Rated,124,"Drama, War",63.0,21.75,7.7,21.75,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,1950.0
915,The Quiet Man,1952.0,Passed,129,"Comedy, Drama, Romance",85.0,10.55,7.7,10.55,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,11,1950.0
916,The African Queen,1951.0,PG,105,"Adventure, Drama, Romance",91.0,0.54,7.7,0.54,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,9,1950.0
917,Key Largo,1948.0,Not Rated,100,"Action, Crime, Drama",80.0,,7.7,25.54,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,8,1940.0
918,Fantasia,1940.0,G,125,"Animation, Family, Fantasy",96.0,76.41,7.7,76.41,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,4,1940.0
919,Scarface,1932.0,PG,93,"Action, Crime, Drama",87.0,,7.7,25.54,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,9,1930.0
920,Dark Waters,2019.0,PG-13,126,"Biography, Drama, History",73.0,,7.6,25.54,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,10,2010.0
921,The Mitchells vs the Machines,2021.0,PG,114,"Animation, Adventure, Comedy",81.0,,7.6,25.54,Animation,The Mitchells vs the Machines is a solid animation film. Entertaining with good performances.,0.0,0.598,0.402,0.7506,Positive,2,9,2020.0
922,Searching,,PG-13,102,"Drama, Horror, Mystery",71.0,26.02,7.6,26.02,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,10,
923,Once Upon a Time in Hollywood,2019.0,R,161,"Comedy, Drama",83.0,142.5,7.6,142.5,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,12,2010.0
924,Guardians of the Galaxy Vol. 2,2017.0,PG-13,136,"Action, Adventure, Comedy",67.0,389.81,7.6,389.81,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2010.0
925,Moana,,PG,107,"Animation, Adventure, Comedy",81.0,248.76,7.6,248.76,Animation,Enjoyed watching this. Great animation elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,2,9,
926,What We Do in the Shadows,2014.0,R,86,"Comedy, Horror",76.0,3.33,7.6,3.33,Comedy,What We Do in the Shadows is a solid comedy film. Entertaining with good performances.,0.0,0.526,0.474,0.836,Positive,4,12,2010.0
927,Sicario,2015.0,R,121,"Action, Crime, Drama",82.0,46.89,7.6,46.89,Action,Sicario is a solid action film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,0,12,2010.0
928,Leviathan,2014.0,R,140,"Crime, Drama",92.0,1.09,7.6,1.09,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,12,2010.0
929,Hell or High Water,,R,102,"Crime, Drama, Thriller",88.0,26.86,7.6,26.86,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,12,
930,Philomena,2013.0,PG-13,98,"Biography, Comedy, Drama",77.0,37.71,7.6,37.71,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,10,2010.0
931,Dawn of the Planet of the Apes,2014.0,PG-13,130,"Action, Adventure, Drama",79.0,208.55,7.6,208.55,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,10,2010.0
932,The Raid: Redemption,2011.0,R,101,"Action, Crime, Thriller",73.0,4.11,7.6,4.11,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2010.0
933,End of Watch,2012.0,R,109,"Action, Adventure, Crime",68.0,41.0,7.6,41.0,Action,End of Watch is a solid action film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,0,12,2010.0
934,A Star Is Born,2018.0,R,136,"Drama, Music, Romance",88.0,215.29,7.6,215.29,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,2010.0
935,True Grit,2010.0,PG-13,110,"Drama, Western",80.0,171.24,7.6,171.24,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,10,2010.0
936,Despicable Me,2010.0,PG,95,"Animation, Adventure, Comedy",72.0,251.51,7.6,251.51,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,9,2010.0
937,50/50,2011.0,R,100,"Comedy, Drama, Romance",72.0,35.01,7.6,35.01,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,12,2010.0
938,Kick-Ass,2010.0,R,117,"Action, Comedy, Crime",66.0,48.07,7.6,48.07,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2010.0
939,Celda 211,2009.0,A,113,"Action, Crime, Drama",80.0,,7.6,25.54,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,2,2000.0
940,Moneyball,2011.0,PG-13,133,"Biography, Drama, Sport",87.0,75.61,7.6,75.61,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,10,2010.0
941,The Skin I Live In,2011.0,R,120,"Drama, Horror, Mystery",70.0,3.19,7.6,3.19,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,2010.0
942,The Blind Side,2009.0,PG-13,129,"Biography, Drama, Sport",53.0,255.96,7.6,255.96,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,10,2000.0
943,Ponyo,2008.0,G,101,"Animation, Adventure, Comedy",86.0,15.09,7.6,15.09,Animation,Ponyo is a solid animation film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,2,4,2000.0
944,Superbad,2007.0,R,113,Comedy,76.0,121.46,7.6,121.46,Comedy,Superbad is a solid comedy film. Entertaining with good performances.,0.0,0.377,0.623,0.836,Positive,4,12,2000.0
945,Seven Pounds,2008.0,PG-13,123,Drama,36.0,69.95,7.6,69.95,Drama,Seven Pounds is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,10,2000.0
946,Eastern Promises,2007.0,R,100,"Crime, Drama, Thriller",83.0,17.11,7.6,17.11,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,2000.0
947,Stardust,2007.0,PG-13,127,"Adventure, Family, Fantasy",66.0,38.63,7.6,38.63,Adventure,Stardust is a solid adventure film. Entertaining with good performances.,0.0,0.382,0.618,0.8271,Positive,1,10,2000.0
948,United 93,2006.0,R,111,"Action, Drama, History",90.0,31.57,7.6,31.57,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,2000.0
949,The Last King of Scotland,2006.0,R,123,"Biography, Drama, History",74.0,17.61,7.6,17.61,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,12,2000.0
950,Inside Man,2006.0,R,129,"Crime, Drama, Mystery",76.0,88.51,7.6,88.51,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,2000.0
951,Gone Baby Gone,2007.0,R,114,"Crime, Drama, Mystery",72.0,20.3,7.6,20.3,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,2000.0
952,Kung Fu Panda,2008.0,PG,92,"Animation, Action, Adventure",74.0,215.43,7.6,215.43,Animation,Kung Fu Panda is a solid animation film. Entertaining with good performances.,0.234,0.398,0.368,0.1779,Positive,2,9,2000.0
953,Control,2007.0,R,122,"Biography, Drama, Music",78.0,0.87,7.6,0.87,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,12,2000.0
954,300,2006.0,R,117,"Action, Drama",52.0,210.61,7.6,210.61,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2000.0
955,Match Point,2005.0,R,124,"Drama, Romance, Thriller",72.0,23.09,7.6,23.09,Drama,Match Point is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,12,2000.0
956,Watchmen,2009.0,R,162,"Action, Drama, Mystery",56.0,107.51,7.6,107.51,Action,Watchmen is a solid action film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,0,12,2000.0
957,Saw,2004.0,R,103,"Horror, Mystery, Thriller",46.0,56.0,7.6,56.0,Horror,Saw is a solid horror film. Entertaining with good performances.,0.216,0.351,0.433,0.4019,Positive,10,12,2000.0
958,A Very Long Engagement,2004.0,R,133,"Drama, Mystery, Romance",76.0,6.17,7.6,6.17,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,2000.0
959,The Station Agent,2003.0,R,89,"Comedy, Drama",81.0,5.74,7.6,5.74,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,12,2000.0
960,21 Grams,2003.0,R,124,"Crime, Drama, Thriller",70.0,16.29,7.6,16.29,Crime,21 Grams is a solid crime film. Entertaining with good performances.,0.196,0.391,0.413,0.4404,Positive,5,12,2000.0
961,25th Hour,2002.0,R,135,Drama,68.0,13.06,7.6,13.06,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,2000.0
962,The Butterfly Effect,2004.0,R,113,"Drama, Sci-Fi, Thriller",30.0,57.94,7.6,57.94,Drama,The Butterfly Effect is a solid drama film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,6,12,2000.0
963,I Am Sam,2001.0,PG-13,132,Drama,28.0,40.31,7.6,40.31,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,10,2000.0
964,The Royal Tenenbaums,2001.0,R,110,"Comedy, Drama",76.0,52.36,7.6,52.36,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,12,2000.0
965,Harry Potter and the Sorcerer's Stone,2001.0,PG,152,"Adventure, Family, Fantasy",65.0,317.58,7.6,317.58,Adventure,A good watch for adventure fans. Not perfect but definitely worth your time.,0.259,0.425,0.316,0.0165,Neutral,1,9,2000.0
966,The Others,2001.0,PG-13,104,"Horror, Mystery, Thriller",74.0,96.52,7.6,96.52,Horror,Pretty good movie with some memorable moments in the horror genre.,0.208,0.449,0.343,0.34,Positive,10,10,2000.0
